1	0
2	2e-06
3	2e-06
4	6e-06
5	8e-06
6	1.1e-05
7	1.2e-05
8	1.2e-05
9	2.1e-05
10	1.5e-05
11	2.7e-05
12	2.8e-05
13	2.5e-05
14	2.2e-05
15	2.8e-05
16	3.1e-05
17	2.8e-05
18	3.6e-05
19	3e-05
20	3.8e-05
21	3.5e-05
22	3.9e-05
23	4.5e-05
24	4.4e-05
25	4.9e-05
26	4.6e-05
27	5.5e-05
28	6.4e-05
29	6.4e-05
30	6e-05
31	5.1e-05
32	6.7e-05
33	5.4e-05
34	8e-05
35	6.1e-05
36	7.2e-05
37	6.2e-05
38	6.8e-05
39	8e-05
40	7.8e-05
41	7.8e-05
42	8.7e-05
43	7.5e-05
44	9.3e-05
45	0.000102
46	8.9e-05
47	0.000117
48	0.000101
49	9.8e-05
50	0.000117
51	0.000107
52	0.00011
53	0.000102
54	0.00011
55	9.6e-05
56	0.000104
57	9.3e-05
58	0.000105
59	0.000116
60	0.000127
61	0.000119
62	0.000128
63	0.000124
64	0.000142
65	0.00014
66	0.000138
67	0.00014
68	0.000143
69	0.000134
70	0.000147
71	0.000149
72	0.000138
73	0.000141
74	0.000125
75	0.000148
76	0.000157
77	0.000172
78	0.000142
79	0.00014
80	0.000164
81	0.000141
82	0.000172
83	0.00019
84	0.000171
85	0.000169
86	0.000172
87	0.000161
88	0.000186
89	0.000168
90	0.000195
91	0.000199
92	0.000184
93	0.000205
94	0.000169
95	0.000189
96	0.000203
97	0.000208
98	0.000168
99	0.00019
100	0.000199
101	0.000211
102	0.000203
103	0.000204
104	0.000206
105	0.000232
106	0.000186
107	0.00019
108	0.00021
109	0.000224
110	0.000183
111	0.000219
112	0.000241
113	0.000216
114	0.000229
115	0.000196
116	0.000225
117	0.000234
118	0.000237
119	0.000222
120	0.000254
121	0.00025
122	0.000248
123	0.000259
124	0.000256
125	0.000238
126	0.000238
127	0.000241
128	0.000276
129	0.000278
130	0.000248
131	0.00029
132	0.000242
133	0.000236
134	0.000269
135	0.000286
136	0.000254
137	0.000272
138	0.000283
139	0.000261
140	0.000281
141	0.000275
142	0.000264
143	0.000281
144	0.00029
145	0.000306
146	0.000311
147	0.000288
148	0.000314
149	0.000297
150	0.000311
151	0.000282
152	0.000322
153	0.000274
154	0.000313
155	0.000286
156	0.000321
157	0.000295
158	0.000316
159	0.000319
160	0.000326
161	0.000312
162	0.000311
163	0.00032
164	0.00033
165	0.000316
166	0.000321
167	0.000341
168	0.000331
169	0.000321
170	0.000312
171	0.000391
172	0.000346
173	0.000355
174	0.000364
175	0.000347
176	0.000346
177	0.000371
178	0.000367
179	0.000354
180	0.000369
181	0.00036
182	0.000323
183	0.000368
184	0.000357
185	0.000367
186	0.000361
187	0.00038
188	0.000371
189	0.000352
190	0.00037
191	0.000341
192	0.000386
193	0.000392
194	0.000367
195	0.000351
196	0.000419
197	0.000414
198	0.000369
199	0.000413
200	0.000404
201	0.00041
202	0.000361
203	0.000398
204	0.000393
205	0.000411
206	0.000442
207	0.000424
208	0.000424
209	0.000392
210	0.000434
211	0.00043
212	0.000402
213	0.000427
214	0.000446
215	0.000448
216	0.000425
217	0.000415
218	0.000394
219	0.000425
220	0.000441
221	0.000421
222	0.000455
223	0.000446
224	0.000452
225	0.000465
226	0.000438
227	0.000428
228	0.000467
229	0.000478
230	0.000429
231	0.000476
232	0.000471
233	0.000464
234	0.000463
235	0.000472
236	0.000466
237	0.000504
238	0.000467
239	0.000472
240	0.000473
241	0.000502
242	0.000476
243	0.000508
244	0.000516
245	0.000473
246	0.000471
247	0.000497
248	0.000479
249	0.00046
250	0.00051
251	0.000471
252	0.000485
253	0.000442
254	0.000503
255	0.000486
256	0.000454
257	0.000518
258	0.000482
259	0.000539
260	0.000521
261	0.000523
262	0.000479
263	0.000528
264	0.000524
265	0.000527
266	0.000506
267	0.000569
268	0.000568
269	0.00054
270	0.000566
271	0.000549
272	0.000514
273	0.00052
274	0.000586
275	0.000535
276	0.000607
277	0.000574
278	0.000567
279	0.00051
280	0.000561
281	0.00054
282	0.000549
283	0.00054
284	0.000492
285	0.000569
286	0.00052
287	0.00058
288	0.00054
289	0.000629
290	0.000599
291	0.000574
292	0.000558
293	0.000577
294	0.00054
295	0.000621
296	0.000591
297	0.00061
298	0.000592
299	0.000586
300	0.000593
301	0.000621
302	0.000602
303	0.000671
304	0.000584
305	0.000556
306	0.000631
307	0.000599
308	0.000622
309	0.000594
310	0.000632
311	0.000649
312	0.000662
313	0.000642
314	0.000627
315	0.000595
316	0.000648
317	0.000646
318	0.000651
319	0.000644
320	0.000662
321	0.000657
322	0.000631
323	0.00064
324	0.000622
325	0.000664
326	0.000644
327	0.000721
328	0.000653
329	0.000655
330	0.00063
331	0.000607
332	0.000669
333	0.000621
334	0.000684
335	0.000635
336	0.000659
337	0.000674
338	0.000648
339	0.000675
340	0.000648
341	0.000638
342	0.000665
343	0.000642
344	0.000718
345	0.000683
346	0.000707
347	0.000722
348	0.00067
349	0.000672
350	0.000735
351	0.000704
352	0.000685
353	0.000687
354	0.000746
355	0.00076
356	0.000699
357	0.000712
358	0.000673
359	0.000694
360	0.000726
361	0.000733
362	0.000702
363	0.000753
364	0.000751
365	0.000714
366	0.00073
367	0.000789
368	0.000739
369	0.000748
370	0.00075
371	0.000715
372	0.000767
373	0.000722
374	0.000731
375	0.000719
376	0.000738
377	0.000779
378	0.000762
379	0.00078
380	0.0008
381	0.000794
382	0.000786
383	0.000755
384	0.000796
385	0.000751
386	0.000825
387	0.000808
388	0.000786
389	0.000776
390	0.000783
391	0.00077
392	0.00082
393	0.000784
394	0.00081
395	0.000801
396	0.000795
397	0.000803
398	0.000773
399	0.000802
400	0.000761
401	0.000722
402	0.000842
403	0.000774
404	0.000796
405	0.000836
406	0.000822
407	0.000801
408	0.00077
409	0.000833
410	0.000824
411	0.000829
412	0.000829
413	0.000839
414	0.00082
415	0.000783
416	0.000823
417	0.000801
418	0.000815
419	0.000877
420	0.000824
421	0.000838
422	0.000867
423	0.000875
424	0.000908
425	0.000851
426	0.000816
427	0.000865
428	0.00087
429	0.000882
430	0.000852
431	0.000855
432	0.000865
433	0.000874
434	0.000917
435	0.000887
436	0.000892
437	0.000897
438	0.000959
439	0.000847
440	0.000915
441	0.000881
442	0.000871
443	0.000868
444	0.000841
445	0.000909
446	0.000918
447	0.000884
448	0.00087
449	0.000891
450	0.000884
451	0.000859
452	0.000949
453	0.000916
454	0.000904
455	0.000881
456	0.000907
457	0.000922
458	0.000936
459	0.00089
460	0.000887
461	0.000916
462	0.00091
463	0.000923
464	0.000925
465	0.000931
466	0.000853
467	0.000965
468	0.00097
469	0.000924
470	0.000974
471	0.001011
472	0.000922
473	0.000968
474	0.000975
475	0.000949
476	0.000944
477	0.000987
478	0.000933
479	0.000933
480	0.000976
481	0.000966
482	0.001007
483	0.000945
484	0.001017
485	0.000906
486	0.000947
487	0.000997
488	0.001007
489	0.000917
490	0.001029
491	0.000957
492	0.000977
493	0.000947
494	0.000998
495	0.001032
496	0.000974
497	0.001022
498	0.00097
499	0.00105
500	0.001
501	0.000967
502	0.001033
503	0.000984
504	0.001007
505	0.001053
506	0.001042
507	0.001053
508	0.001031
509	0.001045
510	0.000983
511	0.001013
512	0.000992
513	0.001068
514	0.001007
515	0.001018
516	0.001059
517	0.001091
518	0.001012
519	0.001005
520	0.000987
521	0.001027
522	0.00107
523	0.001063
524	0.000993
525	0.001055
526	0.001057
527	0.001066
528	0.001021
529	0.001053
530	0.001046
531	0.001055
532	0.000977
533	0.00105
534	0.001119
535	0.001037
536	0.001119
537	0.001093
538	0.001136
539	0.001083
540	0.001108
541	0.001083
542	0.001128
543	0.001076
544	0.001082
545	0.001128
546	0.001063
547	0.001116
548	0.001087
549	0.001067
550	0.001099
551	0.001078
552	0.001101
553	0.001086
554	0.001131
555	0.001096
556	0.00109
557	0.001065
558	0.001131
559	0.001096
560	0.001193
561	0.001118
562	0.001072
563	0.001132
564	0.001192
565	0.001109
566	0.001133
567	0.001066
568	0.001146
569	0.001189
570	0.001151
571	0.001191
572	0.001093
573	0.001139
574	0.001131
575	0.001113
576	0.001178
577	0.001177
578	0.001182
579	0.001152
580	0.001153
581	0.001178
582	0.00122
583	0.001132
584	0.00117
585	0.001194
586	0.001191
587	0.001198
588	0.001135
589	0.001237
590	0.001195
591	0.001151
592	0.001156
593	0.001143
594	0.001145
595	0.00116
596	0.001214
597	0.001209
598	0.001202
599	0.001172
600	0.001155
601	0.00118
602	0.001215
603	0.00124
604	0.001287
605	0.001183
606	0.001198
607	0.001232
608	0.001205
609	0.001165
610	0.001207
611	0.001168
612	0.001183
613	0.001251
614	0.00119
615	0.001231
616	0.001245
617	0.001216
618	0.001198
619	0.00131
620	0.001304
621	0.001196
622	0.001237
623	0.001248
624	0.001256
625	0.001225
626	0.001304
627	0.00129
628	0.001209
629	0.001266
630	0.001265
631	0.001219
632	0.001266
633	0.001287
634	0.001176
635	0.001241
636	0.001222
637	0.001316
638	0.00125
639	0.001229
640	0.001273
641	0.001294
642	0.001318
643	0.001255
644	0.001323
645	0.001227
646	0.001271
647	0.001239
648	0.001272
649	0.001242
650	0.001299
651	0.001348
652	0.001374
653	0.001328
654	0.00129
655	0.001313
656	0.001315
657	0.001399
658	0.001318
659	0.001337
660	0.001324
661	0.001279
662	0.001307
663	0.001253
664	0.001312
665	0.001342
666	0.001306
667	0.001337
668	0.001335
669	0.001303
670	0.001389
671	0.001312
672	0.001329
673	0.001301
674	0.001222
675	0.0013
676	0.001319
677	0.001303
678	0.001258
679	0.001366
680	0.001382
681	0.001355
682	0.001355
683	0.001387
684	0.001347
685	0.001391
686	0.001361
687	0.001285
688	0.001423
689	0.001437
690	0.001344
691	0.001312
692	0.001315
693	0.001359
694	0.00136
695	0.001341
696	0.001446
697	0.001443
698	0.001388
699	0.001434
700	0.001344
701	0.001439
702	0.001411
703	0.001384
704	0.001403
705	0.001443
706	0.001394
707	0.001378
708	0.001366
709	0.001382
710	0.001466
711	0.001326
712	0.001416
713	0.001458
714	0.001422
715	0.001426
716	0.001365
717	0.001444
718	0.001448
719	0.001414
720	0.001407
721	0.001498
722	0.001462
723	0.001388
